Mach,CD
3.74,1.1078977655611285365069597636
3.75,1.1070414076866335675315617744
3.76,1.1061875453252172302030652406
3.77,1.1053362162400809483894640884
3.78,1.1044873927276056166168881463
3.79,1.1036410646467492715633893084
3.80,1.1027972501176639364455047848
3.81,1.1019559336554238204173015271
3.82,1.1011170928514767559732682548
3.83,1.1002807468262674760457547592
3.84,1.0994468774735402341736708846
3.85,1.0986154893608862892586721737
3.86,1.0977865786076737368050185727
3.87,1.0969601287657330689114222347
3.88,1.0961361410010013526248987348
3.89,1.0953145941874316187709993362
3.90,1.0944955028795826410891676811
3.91,1.0936788520253361550537608589
3.92,1.0928646451954040180299312761
3.93,1.0920528571134053991713134942
3.94,1.0912435004014809659706304928
3.95,1.0904365546849652023622995399
3.96,1.0896320184667191003290359108
3.97,1.0888298848410231761198762963
3.98,1.0880301374966791810345986888
3.99,1.0872327891414601793610953192
4.00,1.0864378172234325629210758782
4.01,1.0856452112270612239970948671
4.02,1.0848549727842563342380785731
4.03,1.0840670846404978551803015601
4.04,1.0832815486002501846375836770
4.05,1.0824983631197873728304528200
4.06,1.0817174994305689044063841571
4.07,1.0809389558599146655964693785
4.08,1.0801627330322119999008998352
4.09,1.0793888242566893108479697448
4.10,1.0786171993506599050126596780
4.11,1.0778478761949854633001702641
4.12,1.0770808221521456280602823247
4.13,1.0763160465917734471863456562
4.14,1.0755535329827077857604646843
4.15,1.0747932804084670085626287814
4.16,1.0740352626904132467292136696
4.17,1.0732794872082864159742238704
4.18,1.0725259326859815737605210133
4.19,1.0717745849859919767712758106
4.20,1.0710254629905657610060592585
4.21,1.0702785293044813257541814928
4.22,1.0695337825508062155944414789
4.23,1.0687912192065845009679813915
4.24,1.0680508296907754934087393481
4.25,1.0673125813209361476938302787
4.26,1.0665764864955728963821270048
4.27,1.0658425201927638512132769437
4.28,1.0651106985825578375052451732
4.29,1.0643809916866895378505267767
4.30,1.0636533956202232997377922262
4.31,1.0629278770579835492216712828
4.32,1.0622044699267687797983046236
4.33,1.0614831198069536280462045625
4.34,1.0607638305444253845595493907
4.35,1.0600466175276669011893142609
4.36,1.0593314265256562108467217232
4.37,1.0586182850304903423102335554
4.38,1.0579071581547885046894690111
4.39,1.0571980487152783777669340261
4.40,1.0564909425056627162185245892
4.41,1.0557858267607212716364601580
4.42,1.0550826753484587767424940356
4.43,1.0543815046421986604946238746
4.44,1.0536822873277039944680608002
4.45,1.0529850095887288382274493554
4.46,1.0522896759587207876408006849
4.47,1.0515962561681621631071984954
4.48,1.0509047555554241309808234846
4.49,1.0502151491564864634920490788
4.50,1.0495274387277974709854261419
4.51,1.0488415907674253002890025198
4.52,1.0481576261959196110746609207
4.53,1.0474755113478983539561927289
4.54,1.0467952405434243140087847402
4.55,1.0461167997142069032034786444
4.56,1.0454401833807343555592290061
4.57,1.0447653632220643293807165263
4.58,1.0440923451860216798232291349
4.59,1.0434211134886328924910933169
4.60,1.0427516639240769383116339838
4.61,1.0420839706797397655590490919
4.62,1.0414180154024642641954944481
4.63,1.0407538029234438508038279294
4.64,1.0400913288962436734574786055
4.65,1.0394305574835547082194405165
4.66,1.0387714933253196039484618030
4.67,1.0381141180530664223129653355
4.68,1.0374584169263776146923192319
4.69,1.0368043840110834115466672213
4.70,1.0361520141513040657594556710
4.71,1.0355012716879116282868637962
4.72,1.0348521813938390815319953663
4.73,1.0342046880725252555544409895
4.74,1.0335588066192188609749585501
4.75,1.0329145079429324209864768863
4.76,1.0322718053922412510872280068
4.77,1.0316306751187405856233276943
4.78,1.0309910911509762543597861000
4.79,1.0303530573984926342554755857
4.80,1.0297165455203059345941201069
4.81,1.0290815793264424509138101496
4.82,1.0284481004875639355333934417
4.83,1.0278161227172831048719460387
4.84,1.0271856206751510965072324118
4.85,1.0265565990548597018125473567
4.86,1.0259290314310508975282877318
4.87,1.0253029224468041084107220455
4.88,1.0246782467800171462297675632
4.89,1.0240549671957393686445095434
4.90,1.0234331167848110108965019132
4.91,1.0228126682245049446934115698
4.92,1.0221935854710833356989981387
4.93,1.0215758838593208461311881491
4.94,1.0209595372868712878655438629
4.95,1.0203445590440678744815602017
4.96,1.0197308844517330175221507465
4.97,1.0191185659734229241933634744
4.98,1.0185075267407698013091858325
4.99,1.0178978084906547902013233623
5.00,1.0172893537220114602700192941
5.01,1.0167651899046338391898654523
5.02,1.0161816243001969917272742515
5.03,1.0155997462537029607556682085
5.04,1.0150194866404548529961323329
5.05,1.0144408628590143901193275904
5.06,1.0138638545104230930942323381
5.07,1.0132884443122296466698736326
5.08,1.0127146125289151848173729026
5.09,1.0121423393811496930559825207
5.10,1.0115716158047150917802894287
5.11,1.0110024340492806280109539853
